Mouvement,Gender,Index,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc
1,0,2,2.34673,1.72561,0.670383,0.573422,0.494095,1.03509,1.20414,0.863166,0.705619,0.667128,0.519437,0.507512,1.15064,1.04685,0.75943,0.557299,0.530505,0.468121,0.352838,0.576976,0.447135,0.695817,1.01323,1.11066,1.56725,2.41961,3.169,3.28131,2.18845,1.70082,0.752574,0.331419,0.970203,1.47422,1.84897,2.06997,1.95464,1.95088,2.15371,1.99917,1.08816,0.982317,0.429134,0.65491,0.866675,0.884894,1.02181,1.13181,0.866712,0.540204,0.729795,1.20743,1.33915,1.15373,0.922536,0.621476,0.338102,0.538907,0.390177,0.400146,0.616493,0.680614,0.972083,1.70485,2.2589,2.6131,2.39156,2.06186,1.35301,0.589262,0.425978,0.731764,1.14932,1.35392,1.44317,1.31724,1.46829,1.92054,2.17944,1.99861,1.24616,0.491378,0.413229,0.550407,0.861092,0.948708,0.714076,0.634574,1.46192,1.03392,0.511701,0.773828,0.707167,0.984981,1.43428,1.58678,1.40585,1.01389,0.847907,0.728813,0.63423,0.619712,0.567747,0.562433,1.05767,1.46794,2.1451,2.11071,2.29589,1.38715,1.79959,2.19573,2.15007,2.37472,2.62887,2.82278,2.98841,2.60101,2.03817,1.8592,1.95204,1.92922,1.13428,2.04543,1.95724,1.33046,1.30842,1.06178,1.42563,1.52074,2.49349,3.40544,3.58251,3.39227,3.16517,2.57291,2.12805,2.01623,2.01849,1.8364,1.756,1.95986,2.06568,1.79985,1.52405,1.51843,1.82546,2.04986,1.47063,1.04996,0.978416,0.863237,1.18853,1.4478,1.69013,1.59241,1.24249,1.16493,1.61739,2.07699,2.16459,2.30402,2.70373,2.65221,2.37269,2.06188,1.5964,1.52006,1.64577,1.73119,1.36386,1.18023,1.33788,1.44784,1.84657,1.87646,1.603,0.889334,0.568514,1.43759
1,1,3,1.52624,1.88343,1.78827,1.3419,1.30931,1.92158,2.57081,3.14483,2.94845,2.21199,1.74085,2.05437,2.32033,1.80972,1.63442,1.65346,1.54591,1.48557,1.44108,1.36705,1.3723,1.36937,1.32426,1.24544,1.15776,1.05611,0.976584,0.958477,1.10176,1.31048,1.76434,2.53402,3.24763,3.05788,2.51906,2.10049,2.35958,2.49888,2.29252,2.35652,2.34235,2.39495,2.35082,2.09319,1.48738,1.04122,1.12049,1.50623,1.98445,2.07367,1.53292,1.0245,0.949686,1.39361,1.95564,1.75057,0.916559,0.93366,1.33622,1.01626,1.00871,1.43351,1.71784,2.98306,3.04181,1.57511,1.15881,1.65875,1.98428,1.90495,1.61373,1.43835,1.40575,1.45904,1.45737,1.32218,1.33128,1.41058,1.40978,1.35523,1.28243,1.21519,1.11205,1.06282,1.00227,0.979518,1.11316,1.26021,1.75206,2.66945,3.2418,3.042,2.75459,2.31498,2.31025,2.36376,2.23129,2.37248,2.4647,2.56781,2.51255,2.36644,2.17775,1.94565,1.72717,1.4568,1.13232,0.868387,0.817541,0.806002,0.804392,0.807118,0.878593,1.11612,1.50515,1.79568,1.78912,1.76939,1.46016,1.19943,1.29756,1.51292,1.40844,2.02284,1.52656,0.963293,1.17071,1.94814,1.268,1.40825,1.07265,1.00044,1.10275,1.11054,1.09566,0.990607,0.959122,0.988679,1.06871,1.13223,1.17227,1.0717,1.0287,0.977622,0.97484,0.994848,1.01976,1.48273,2.58439,3.58083,4.16003,2.956,1.92912,1.46986,1.00067,1.30264,1.81274,2.32146,2.27602,2.27999,2.61761,3.06096,2.45974,1.57146,1.38671,1.79682,1.46246,1.29493,1.61533,1.40429,1.10968,2.38605,1.64166,1.44335,1.57535,0.944416,1.18743,1.00329,0.999125,0.970935
1,0,8,1.68583,1.84149,2.80631,1.7651,1.3968,1.1717,1.09217,1.21186,1.89842,2.43458,2.32382,2.41722,2.0878,1.75594,1.41843,1.45959,1.42142,1.54423,1.73871,2.01924,2.0027,1.96886,3.02793,4.86932,4.91954,3.02339,3.24971,1.75379,1.28274,1.24659,1.11305,1.41877,1.57011,1.5753,1.74689,1.73954,1.57507,1.43136,1.4977,1.80827,2.04129,2.68729,3.06418,1.92595,1.48953,1.31685,3.78058,1.09207,2.2351,1.2717,1.94921,2.16942,3.52098,3.30577,2.40545,2.3324,1.81896,1.59106,1.55284,1.31155,1.20459,1.26757,1.2194,1.37739,1.61275,1.57619,1.3735,1.15388,1.1291,1.12185,1.10102,1.14375,1.3604,1.81791,2.32525,2.59493,2.72295,2.59529,2.28162,1.9795,1.85129,1.88349,1.89784,1.81714,1.63236,1.46715,1.30118,1.1669,1.05812,1.03083,1.03817,1.15722,1.45149,1.99007,2.18335,1.86555,1.25171,1.02608,2.00024,2.63959,1.46639,1.35087,1.37351,1.63617,2.20099,2.35255,2.16193,1.84127,1.55678,1.22989,1.03294,1.00527,1.01842,1.00291,1.092,1.30734,1.44331,1.41852,1.29575,1.18516,1.11712,1.07137,1.04965,1.04597,1.04415,1.09857,1.33387,1.80214,2.30222,2.57266,2.68513,2.62547,2.4156,2.23892,2.23917,2.1876,2.00905,1.83485,1.58736,1.44276,1.35469,1.2679,1.22702,1.24116,1.14007,1.05742,1.19429,1.49552,1.70978,1.43862,1.06469,1.06905,0.992326,1.37272,1.90464,1.08118,1.18806,1.27897,1.67628,2.13383,2.43882,2.39533,1.90926,1.66355,1.39287,1.21547,1.16345,1.1855,1.14714,1.14808,1.23845,1.22442,1.26346,1.32265,1.35746,1.38742,1.38499,1.2587,1.14694,1.08836
1,1,9,1.49716,1.79825,2.05631,1.80548,2.65117,3.58031,3.92958,3.57254,1.87137,1.69737,1.53417,3.49851,1.99395,1.64099,1.87557,1.96482,1.77855,1.74517,1.67198,1.97115,2.01142,1.92143,2.06133,1.98808,1.30529,1.45253,1.58152,1.17735,1.07033,1.85919,3.73439,4.5176,4.46535,3.88154,3.52616,2.49349,1.68393,1.31507,1.48549,2.08729,1.719,1.92433,1.93314,1.50679,1.3037,1.18499,1.27446,1.57227,1.89944,2.3306,2.62179,1.87567,1.7105,1.1336,1.10676,1.19222,1.41896,1.84777,1.67897,1.53859,2.68045,3.55525,3.01702,1.92406,1.42132,1.46478,3.71819,2.63042,1.34176,1.27957,1.2059,1.19884,1.28052,1.314,1.31367,1.31635,1.34458,1.34983,1.50786,1.55791,1.2829,1.06983,1.11643,1.09487,1.18099,1.12666,1.13247,2.2578,3.45944,4.28908,3.92552,3.42631,2.7253,1.67424,1.4173,2.153,3.15381,2.46024,1.71954,1.57853,1.50435,1.33458,1.11062,1.0649,1.29537,1.70158,2.03886,2.24311,2.0763,1.58324,1.27341,1.29259,1.42959,1.18065,1.54535,2.07655,1.37194,1.53847,1.97675,3.37132,3.99925,3.14622,1.68752,1.32421,2.35572,3.53498,1.5283,1.18868,1.22454,1.21283,1.42823,1.55607,1.46139,1.48331,1.66939,1.98483,1.92787,2.03236,2.05216,2.00723,1.46441,1.3274,2.30822,2.22741,2.55429,3.2995,3.8208,4.31669,4.26963,3.48325,2.02558,1.50809,1.82888,2.56355,2.72426,2.06259,1.87925,1.89411,1.63737,1.36671,1.25415,1.2586,1.56223,2.01956,2.22101,1.88489,1.34828,1.64008,1.76456,1.62884,1.23104,1.09157,2.02389,0.988245,2.25852,1.18657,1.18689,1.31136,1.87782,2.70749
1,0,10,1.29406,2.21397,1.42117,1.111,1.07482,1.26122,1.31391,1.29116,1.2084,1.18325,1.08278,1.03338,1.04325,1.0841,1.13315,1.16786,1.17645,1.11234,1.0922,1.04932,0.999436,1.00004,1.04518,1.12538,1.36041,1.54631,1.72831,1.57978,1.32993,1.37187,1.46244,1.33225,1.13579,1.08482,1.0202,1.03256,1.08029,1.15528,1.2199,1.26838,1.29798,1.38205,1.45291,1.42739,1.51486,1.53899,1.31745,1.06703,1.00773,1.04949,1.15006,1.07885,1.10258,1.53497,1.48242,1.05899,1.14216,1.59773,1.49305,1.2071,1.06017,1.16617,1.37964,1.29481,1.23115,1.19166,1.14591,1.06479,1.0458,1.06571,1.13325,1.23137,1.25899,1.16257,1.1331,1.07059,1.05406,1.14172,1.2253,1.39002,1.65983,1.84966,1.64678,1.66938,1.39761,1.23609,1.14648,1.07767,1.04817,1.04351,1.13488,1.29554,1.3372,1.34373,1.36886,1.45753,1.56753,1.6149,1.49182,1.3508,1.11519,1.00298,1.06785,1.14006,0.98272,1.44574,1.36402,1.1187,1.27016,2.18423,1.35186,1.09966,1.04058,1.28805,1.38895,1.29508,1.21273,1.14553,1.14583,1.11001,1.08424,1.04537,1.06684,1.14611,1.21432,1.19979,1.1122,1.07115,1.14693,1.20072,1.32831,1.77485,1.77752,1.42555,1.56537,1.23446,1.09213,1.10552,1.01402,1.00289,1.04762,1.2066,1.39968,1.50579,1.555,1.54554,1.49174,1.32152,1.29822,1.34219,1.32445,1.20257,1.08176,1.06888,1.10411,1.40851,1.45347,1.14971,1.20937,1.3528,1.78231,1.07181,1.00374,1.06354,1.3416,1.35616,1.2894,1.18708,1.16706,1.13904,1.06703,1.03173,1.04157,1.06235,1.08916,1.0997,1.07483,1.04641,1.0163,0.999271
1,0,11,0.989279,1.09262,1.39703,1.48109,1.39565,1.2463,1.34679,1.07906,1.17566,1.31273,1.10455,1.03674,1.01796,1.16376,1.31516,1.3232,1.38102,1.46254,1.3481,1.24658,1.1784,1.20659,1.17929,1.11937,1.14219,1.08381,1.0604,1.13838,1.24787,1.20912,1.06977,1.16158,1.5074,1.31074,1.72672,1.58018,1.16283,1.3464,1.15608,1.54674,1.74399,1.29004,1.17562,1.36152,1.37095,1.1042,0.989894,1.08828,1.10162,1.0526,1.04403,1.08785,1.11239,1.05308,1.05403,1.10465,1.11968,1.17753,1.1066,1.1669,1.2661,1.32152,1.15803,1.21357,1.63271,1.35301,1.11024,1.17868,1.50361,1.78723,1.65765,1.31326,1.08501,1.01945,1.05479,1.1535,1.23437,1.31316,1.26068,1.10581,1.00852,1.06012,1.11041,1.11869,1.07183,1.13387,1.17633,1.0943,1.03045,1.05053,1.07484,1.12982,1.30606,1.43098,1.63506,1.79169,1.56008,1.22111,1.21907,1.3447,1.46677,1.33708,1.01264,1.19928,1.67348,1.77705,1.24885,0.988702,1.23315,1.24228,1.19806,1.22268,1.32298,1.36695,1.39433,1.29691,1.1458,1.07229,1.11228,1.11327,0.99738,0.980449,1.00265,0.997711,0.991789,1.02358,1.19535,1.39634,1.53836,1.52209,1.69059,1.2662,1.32592,1.327,1.38712,1.34603,1.21052,1.12972,1.14711,1.04511,1.01155,1.11374,1.14813,1.1395,1.04241,1.06452,1.16632,1.26295,1.34281,1.19415,1.16453,1.68708,2.16937,2.2045,1.41125,1.4486,1.62037,1.57953,1.31089,1.1895,1.30099,1.41161,1.20473,1.04996,1.38306,1.67851,1.69229,1.37312,1.07089,1.09457,1.29982,1.39248,1.25537,1.19758,1.21455,1.30234,1.59548,1.61185,1.33788,1.28798
1,1,12,1.49717,1.24681,1.66894,1.63236,1.36018,1.99178,2.02959,2.16571,2.54744,1.62382,1.61576,1.83156,1.80256,1.52091,1.28682,1.38647,1.53605,1.70583,2.0766,2.62357,1.94674,1.44348,1.22235,1.18974,1.08625,1.17805,1.81668,2.72199,3.12857,2.99244,2.99077,3.79197,4.06964,3.43984,3.74359,3.35031,2.11391,2.62673,2.63992,2.03049,1.63546,1.19513,1.22127,1.47322,2.04,2.5777,2.53819,1.80755,1.47478,1.25388,1.23245,1.13973,1.75501,2.22424,2.42749,1.56298,1.44693,1.85689,2.58837,3.26952,1.81783,2.24134,2.25631,2.3227,2.11159,1.75281,1.5835,1.56999,1.53517,1.70307,1.69521,1.64215,1.4603,1.36883,1.272,1.24673,1.19771,1.52383,2.04078,2.46394,3.19806,3.2418,3.56927,3.68476,3.41154,3.4515,2.9898,2.69512,2.16011,1.98286,1.74983,1.48702,1.2797,1.31234,1.59745,2.11161,2.73208,2.85723,1.93656,1.72482,1.41496,1.0793,1.12213,1.57438,1.56349,2.807,1.76576,1.77863,2.22204,2.95546,1.86412,1.80561,1.93597,1.51215,1.76444,1.46263,1.18714,1.10795,1.00601,1.09326,1.12544,1.1111,1.14004,1.16749,1.13011,1.16751,1.13203,1.17228,1.45238,2.16669,2.87081,3.12476,3.10419,3.468,3.99529,4.10724,3.60497,2.8122,2.07904,1.90623,1.5095,1.53877,1.56929,1.18514,0.983091,1.05477,1.2813,1.66958,1.88022,1.56205,1.30448,1.53249,1.00584,1.22132,1.17681,1.34707,2.13745,2.64391,2.09523,1.57051,2.01483,1.33074,1.64902,1.94951,2.27559,2.25333,1.89215,2.08145,2.00161,2.00205,1.59021,1.21415,1.20676,1.36155,1.54084,1.59307,1.53085,1.34414,1.26193,1.15098
1,1,13,1.82483,1.4057,1.05105,1.27958,2.03629,2.85482,3.67234,3.67101,3.17045,2.56565,2.20497,2.12075,1.38726,1.5167,1.86079,2.71273,3.47359,4.1127,3.57767,2.09987,0.976708,1.01172,1.76464,1.78934,1.32478,2.35726,1.17074,1.22144,1.61489,1.87879,2.15277,2.07881,1.90529,1.74599,1.7625,1.68163,1.45308,1.31645,1.31604,1.33895,1.41984,1.56217,2.00242,2.39175,3.26099,3.30103,3.04515,2.84564,2.54018,2.17078,1.66373,1.20439,0.956378,1.19186,1.50547,1.80932,2.13725,2.50111,2.81145,2.8279,2.35771,1.25721,2.04797,3.25691,2.55604,3.15551,1.44803,2.63177,2.05705,1.90068,2.76273,2.94859,2.64832,2.09462,1.68646,1.54823,1.54676,1.49886,1.28346,1.25889,1.28329,1.3765,1.52283,1.88612,2.3879,3.03253,4.04782,3.6873,3.10435,2.40172,2.07376,2.19338,2.54066,2.8546,2.57514,1.79959,1.48802,1.38267,1.33077,1.3556,1.68903,2.20479,2.56706,2.33981,1.58804,1.72237,1.87883,1.79888,2.24217,1.53337,1.3143,1.64118,2.57397,2.39287,2.34004,2.0683,1.9199,1.9285,1.69374,1.47925,1.3768,1.26183,1.14968,1.1834,1.20214,1.37687,1.59735,1.70905,1.72847,1.56058,1.2064,1.06729,1.04209,1.07103,1.15481,1.64806,2.5438,3.3699,3.51315,3.88123,3.98112,3.70483,2.92956,2.39775,2.27263,2.16346,2.11145,2.0763,1.82679,1.50215,1.35533,1.18666,1.16574,1.2936,1.47021,1.66748,1.89723,2.12466,2.2595,2.17666,1.65032,1.31662,1.65504,1.65026,1.69563,1.63504,1.74079,1.49603,1.49793,2.07151,1.92188,1.62597,1.54621,1.39019,1.23441,1.11801,1.04094,0.950782,0.939209,0.9418
1,1,14,1.15066,1.21809,1.26457,1.29428,1.30951,1.25,1.11532,0.990909,1.02888,1.07891,1.16155,1.42264,1.85074,2.46167,2.88577,2.90794,2.84943,2.29599,1.85097,1.72807,1.84127,1.96506,2.09601,2.06116,1.76032,1.46772,1.33447,1.29085,1.27822,1.22845,1.09722,1.0333,1.03856,1.10138,1.14189,1.15725,1.21184,1.30444,1.29551,1.25069,1.22715,1.13197,1.0238,0.985254,0.998453,1.00301,1.03155,1.2829,1.49832,1.33078,1.07851,1.28397,1.59244,1.38219,1.19689,1.09437,1.1736,1.75918,2.39909,1.65993,1.21336,1.246,1.72379,1.73393,1.6868,1.56576,1.24764,1.14236,1.1025,1.06394,1.01331,1.07787,1.26082,1.52936,1.84729,1.90776,1.48409,1.25306,1.18104,1.10031,1.0844,1.05661,1.01665,1.03995,1.29479,1.54275,1.67534,1.94971,2.0804,1.97088,2.21204,2.39027,2.11214,1.31451,1.01127,1.09446,1.08266,0.906059,0.959499,1.02592,1.06929,1.16185,1.24068,1.36337,1.54171,1.7894,2.01777,2.00628,1.87514,1.76202,1.73809,1.75195,1.63447,1.33007,1.11947,1.07566,1.05755,1.20425,1.53805,1.19765,1.51042,1.37476,1.41273,2.2057,1.52427,1.16687,1.13924,1.10308,1.28851,1.80681,1.89073,1.28831,1.04307,1.10922,1.02065,1.01316,1.04059,1.1789,1.29266,1.44599,1.70831,1.73455,1.4355,1.25462,1.12138,1.18556,1.09723,1.11259,1.09368,1.17269,1.47756,1.65559,1.90823,2.0677,1.81231,1.64147,1.89913,2.09633,1.67683,1.11207,0.915688,0.933832,0.940922,0.974279,1.0818,1.19802,1.2956,1.40314,1.57731,1.91156,2.24218,2.32638,2.06017,1.71009,1.51969,1.30471,1.12038,1.05105,1.05015,1.05049
1,1,15,1.50201,1.24204,1.32051,1.49062,1.48242,1.53392,1.39424,1.30512,1.24734,1.20878,1.10404,1.0468,1.12386,1.50009,2.13155,2.7425,3.49218,4.13203,3.93459,3.16708,2.62365,1.48411,1.15101,1.32107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
